Rank,Company,Headquarters,Industry,Sales ($B),Profit ($B),Assets ($B),Market Value ($B),Profit Margin,ROA,Market to Assets,Anomaly,High Profit,PE_Target_Size,Investment_Score,PE_Sweet_Spot,Cluster,Cluster_Label
416,Haier Smart Home,China,Consumer Durables,39.56,2.6,39.75,26.62,0.06572295247724974,0.06540880503144654,0.669685534591195,False,0,1,0.1863898099217175,1,1,High Growth Targets
417,Prologis,United States,Diversified Financials,8.38,3.74,95.99,80.9075,0.3875637098124461,0.03896239191582457,0.9872903427440358,False,1,0,0.36806850924011547,0,2,Value Opportunities
418,Blackstone,United States,Diversified Financials,12.93,2.54,45.26,80.9075,0.19644238205723125,0.05612019443216969,3.2696614925933623,False,1,0,0.7549573291144329,0,0,Large Cap Stable
419,Herm̬s International,France,Household & Personal Products,16.41,4.715262500000001,23.9,80.9075,0.30347349177330896,0.15907668132259012,3.2696614925933623,False,1,0,0.8389523677570321,0,0,Large Cap Stable
419,Indian Oil,India,Oil & Gas Operations,55.043749999999996,1.27,60.9,22.25,0.013954510493352378,0.020853858784893268,0.36535303776683087,False,0,1,0.08699395526466444,0,1,High Growth Targets
421,BP,United Kingdom,Oil & Gas Operations,55.043749999999996,0.3992,173.4175,76.04,0.0021096020715531366,0.0014144492080926903,0.2694256457499203,False,0,0,0.05529474966184239,0,2,Value Opportunities
421,Emerson Electric,United States,Technology Hardware & Equipment,17.55,2.41,42.61,59.37,0.13732193732193732,0.05655949307674255,1.3933348979112883,False,1,0,0.3562195517417296,0,0,Large Cap Stable
423,Femsa,Mexico,"Food, Drink & Tobacco",42.66,1.54,40.95,36.92,0.03609939052977028,0.037606837606837605,0.9015873015873016,False,0,1,0.20979995157210346,1,1,High Growth Targets
424,China Railway Construction,China,Construction,55.043749999999996,3.09,173.4175,8.74,0.020909460008120176,0.012097247778256272,0.034216810867948165,False,0,1,0.020046045288140215,0,2,Value Opportunities
424,Corebridge Financial,United States,Diversified Financials,18.72,2.23,173.4175,16.41,0.11912393162393163,0.006144943510608984,0.04521906861394324,False,1,1,0.05915136377660489,0,3,Distressed Assets
426,Toyota Industries,Japan,Capital Goods,26.8,1.72,62.88,27.69,0.06417910447761194,0.027353689567430024,0.44036259541984735,False,0,1,0.12468563670198626,0,1,High Growth Targets
427,Shin-Etsu Chemical,Japan,Chemicals,16.8,3.5,37.69,55.08,0.20833333333333331,0.09286282833642877,1.4613955956487132,False,1,0,0.4127575837976475,0,0,Large Cap Stable
428,Toyota Tsusho,Japan,Trading Companies,55.043749999999996,2.23,46.11,18.87,0.03336325553560742,0.04836261114725656,0.40923877683799614,False,0,1,0.11453810204074483,0,1,High Growth Targets
429,Aviva,United Kingdom,Insurance,52.21,0.8306,173.4175,19.25,0.01590882972610611,0.0018740974729241878,0.043434115523465704,False,0,1,0.01579999398430526,0,1,High Growth Targets
430,Etisalat,United Arab Emirates,Telecommunications Services,16.12,2.93,49.81,40.73,0.18176178660049627,0.058823529411764705,0.8177072876932342,False,1,1,0.25977558394355127,1,3,Distressed Assets
431,Fifth Third Bank,United States,Banking,13.74,2.31,173.4175,23.57,0.16812227074235808,0.010861898716321062,0.11082898387172616,False,1,1,0.09375946455781688,0,3,Distressed Assets
431,Imperial Brands,United Kingdom,"Food, Drink & Tobacco",23.43,3.31,37.32,33.58,0.14127187366623986,0.08869239013933548,0.8997856377277599,False,1,1,0.2719428330677821,1,0,Large Cap Stable
431,Regeneron Pharmaceuticals,United States,Drugs & Biotechnology,14.2,4.41,37.85,65.55,0.31056338028169017,0.11651254953764861,1.7318361955085864,False,1,0,0.5171976110294528,0,0,Large Cap Stable
434,Block,United States,Banking,24.12,2.9,36.78,35.99,0.12023217247097844,0.07884719956498096,0.978520935290919,False,1,1,0.27533593587256755,1,1,High Growth Targets
435,Power Construction Corporation of China,China,Construction,55.043749999999996,1.71,173.4175,11.4,0.020134228187919462,0.009318293281020108,0.06212195520680072,False,0,1,0.02420539962893597,0,2,Value Opportunities
436,Parker-Hannifin,United States,Technology Hardware & Equipment,19.91,3.16,28.27,77.0,0.15871421396283275,0.11177927131234525,2.7237354085603114,False,1,0,0.6529444758221336,0,0,Large Cap Stable
437,Vistra Energy,United States,Utilities,19.38,2.66,40.53,43.08,0.13725490196078433,0.06563039723661486,1.0629163582531458,False,1,1,0.29373739132958887,1,1,High Growth Targets
438,Maybank,Malaysia,Banking,11.85,2.21,173.4175,27.26,0.18649789029535865,0.009189953426480373,0.11335662009314705,False,1,1,0.10094646150736503,0,3,Distressed Assets
439,Fast Retailing,Japan,Retailing,21.6,2.69,24.75,80.9075,0.12453703703703703,0.10868686868686868,3.2696614925933623,False,1,0,0.7472218608082348,0,0,Large Cap Stable
439,Raymond James Financial,United States,Diversified Financials,15.6,2.19,83.13,28.15,0.14038461538461539,0.026344280043305666,0.33862624804523034,False,1,1,0.13441680778021448,0,3,Distressed Assets
441,CSL,Australia,Drugs & Biotechnology,15.1,2.75,38.45,74.86,0.18211920529801326,0.07152145643693107,1.9469440832249674,False,1,0,0.4908450813389712,0,0,Large Cap Stable
442,CSX,United States,Transportation,14.28,3.24,43.2,52.3,0.22689075630252103,0.075,1.210648148148148,False,1,0,0.362885932150638,0,0,Large Cap Stable
443,Grupo Mexico,Mexico,Materials,16.54,3.7,38.45,41.4,0.2237001209189843,0.09622886866059818,1.0767230169050714,False,1,1,0.3433161992128473,1,0,Large Cap Stable
443,Royal Caribbean Group,United States,"Hotels, Restaurants & Leisure",16.48,2.88,37.07,57.56,0.17475728155339804,0.07769085513892635,1.55273806312382,False,1,0,0.41152686730169374,0,0,Large Cap Stable
445,Consolidated Edison,United States,Utilities,15.26,1.82,70.56,39.78,0.11926605504587157,0.025793650793650792,0.5637755102040817,False,1,1,0.17077898437662528,1,3,Distressed Assets
446,American Tower,United States,Diversified Financials,10.8,2.25,61.08,80.9075,0.20833333333333331,0.03683693516699411,1.6157498362802882,False,1,0,0.42121807465618866,0,0,Large Cap Stable
446,EnBW Energie Baden-Wurttemberg,Germany,Utilities,37.34,1.35,70.79,21.62,0.03615425816818425,0.019070490182229127,0.3054103686961435,False,0,1,0.08317197307939406,0,1,High Growth Targets
448,Sysco,United States,Food Markets,55.043749999999996,1.93,25.32,34.7,0.023954325431301975,0.07622432859399683,1.3704581358609795,False,0,1,0.31416308878231547,1,1,High Growth Targets
449,Boeing,United States,Aerospace & Defense,55.043749999999996,3.842629308,156.49,80.9075,0.05533740362903226,0.024555110920825608,0.8574349798709182,False,0,0,0.2034440017941268,0,2,Value Opportunities
450,Marriott International,United States,"Hotels, Restaurants & Leisure",25.1,2.38,26.18,65.04,0.0948207171314741,0.09090909090909091,2.4843391902215433,False,0,0,0.5711597612605347,0,0,Large Cap Stable
451,London Stock Exchange,United Kingdom,IT Software & Services,11.37,0.8753,173.4175,80.38,0.07698328935795955,0.0009537143977859618,0.08758090174115801,False,0,0,0.04869098185052981,0,3,Distressed Assets
452,Suzuki Motor,Japan,Consumer Durables,38.35,2.52,38.35,22.76,0.06571056062581486,0.06571056062581486,0.5934810951760104,False,0,1,0.17126466753585398,1,1,High Growth Targets
453,Daiwa House Industry,Japan,Construction,35.62,2.11,44.26,22.09,0.0592363840539023,0.04767284229552644,0.4990962494351559,False,0,1,0.1425829404268027,0,1,High Growth Targets
453,Sherwin-Williams,United States,Chemicals,23.1,2.68,23.63,80.9075,0.11601731601731602,0.11341515023275499,3.2696614925933623,False,1,0,0.7457052850187009,0,0,Large Cap Stable
455,Bank of Baroda,India,Banking,18.0,2.44,173.4175,14.97,0.13555555555555554,0.011661807580174927,0.07154805716197486,False,1,1,0.07319655668668718,0,3,Distressed Assets
456,Sumitomo Mitsui Trust,Japan,Banking,16.78,1.69,173.4175,16.78,0.10071513706793801,0.0033911909300692283,0.03367111467843885,False,0,1,0.04837675413489066,0,3,Distressed Assets
457,Luxshare Precision Industry,China,Technology Hardware & Equipment,38.45,1.93,32.83,31.53,0.05019505851755526,0.05878769418215048,0.9604020712762718,False,0,1,0.23567351533513664,1,1,High Growth Targets
458,Japan Tobacco,Japan,"Food, Drink & Tobacco",20.79,1.18,53.26,53.7,0.05675805675805676,0.022155463762673674,1.0082613593691327,False,0,0,0.23321768008211874,0,1,High Growth Targets
459,Canadian Pacific Kansas City,Canada,Transportation,10.62,2.71,61.47,67.65,0.2551789077212806,0.04408654628273955,1.1005368472425574,False,1,0,0.33981355105011957,0,0,Large Cap Stable
460,Cenovus Energy,Canada,Oil & Gas Operations,39.62,2.29,39.31,22.02,0.057799091367995964,0.05825489697278046,0.5601628084456881,False,0,1,0.15845415702544818,0,1,High Growth Targets
460,Xcel Energy,United States,Utilities,13.73,1.93,72.75,39.74,0.14056809905316825,0.026529209621993125,0.546254295532646,False,1,1,0.17608978257659375,1,3,Distressed Assets
462,Hyundai Mobis,South Korea,Consumer Durables,41.71,3.03,46.52,15.74,0.07264444977223687,0.06513327601031814,0.3383490971625107,False,0,1,0.12278090974552416,0,1,High Growth Targets
463,CRRC,China,Capital Goods,33.96,1.72,70.64,17.35,0.050647820965842166,0.024348810872027178,0.24561155152887884,False,0,1,0.0791209630409235,0,1,High Growth Targets
464,Bank of Nanjing,China,Banking,13.8,2.85,173.4175,15.84,0.20652173913043478,0.007474037553760622,0.041539913983006396,False,1,1,0.09390629347027944,0,3,Distressed Assets
465,China Tower Corp.,China,Telecommunications Services,13.59,1.49,45.6,80.9075,0.10963944076526858,0.032675438596491226,3.2696614925933623,False,1,0,0.7108582502633765,0,0,Large Cap Stable
466,Kuwait Finance House,Kuwait,Banking,11.27,1.9,119.53,40.32,0.16858917480035493,0.0158955910650046,0.3373211746005187,False,1,1,0.14125814126624756,0,3,Distressed Assets
466,Repsol,Spain,Oil & Gas Operations,55.043749999999996,1.9,65.43,14.1,0.030749312186437935,0.029038667278007024,0.21549747822099952,False,0,1,0.06701468742997789,0,1,High Growth Targets
468,Investor AB,Sweden,Diversified Financials,7.07,4.07,94.19,80.9075,0.3875637098124461,0.043210531903599116,0.961036203418622,False,1,0,0.3645169373701425,0,2,Value Opportunities
469,Carnival Corporation,United States,"Hotels, Restaurants & Leisure",25.43,2.05,48.53,24.4,0.08061344868265827,0.04224191221924582,0.5027817844632186,False,0,1,0.1496985012534054,0,1,High Growth Targets
470,NN Group,Netherlands,Insurance,20.46,1.64,173.4175,16.09,0.0801564027370479,0.007528461255967682,0.0738615497612927,False,0,1,0.04984625554946478,0,3,Distressed Assets
471,Diamondback Energy,United States,Oil & Gas Operations,11.07,3.32,67.29,40.22,0.2999096657633243,0.04933868331104175,0.5977113984247288,False,1,1,0.2592416193146922,1,3,Distressed Assets
472,Komatsu,Japan,Capital Goods,26.59,2.63,37.66,25.86,0.0989093644227153,0.06983536909187467,0.6866702071163038,False,0,1,0.20483193482909673,1,1,High Growth Targets
473,FirstRand,South Africa,Banking,13.87,2.26,134.77,21.35,0.16294160057678442,0.01676931067745047,0.1584180455591007,False,1,1,0.10356797361351411,0,3,Distressed Assets
473,JBS,Brazil,"Food, Drink & Tobacco",55.043749999999996,1.78,40.78,18.7,0.023015257305404706,0.04364884747425209,0.45855811672388425,False,0,1,0.11837726525663957,0,1,High Growth Targets
475,Air Products & Chemicals,United States,"Construction, Chemicals, Raw Materials",12.04,3.85,40.02,59.43,0.31976744186046513,0.09620189905047476,1.485007496251874,False,1,0,0.46338923561475076,0,0,Large Cap Stable
476,International Airlines,United Kingdom,Transportation,34.7,2.95,45.36,16.77,0.08501440922190201,0.0650352733686067,0.3697089947089947,False,0,1,0.13396167197800243,0,1,High Growth Targets
477,Northern Trust,United States,Diversified Financials,15.48,2.19,165.07,17.86,0.14147286821705427,0.013267098806566912,0.10819652268734477,False,1,1,0.08353529134691744,0,3,Distressed Assets
478,CME Group,United States,Diversified Financials,6.28,3.62,157.83,80.9075,0.3875637098124461,0.02293607045555344,0.608059304314769,False,1,0,0.28581177297015364,0,2,Value Opportunities
479,HeidelbergCement,Germany,Construction,22.89,1.93,39.61,34.33,0.08431629532546964,0.0487250694269124,0.8667003281999495,False,0,1,0.22655661154094273,1,1,High Growth Targets
480,Deutsche Boerse,Germany,Diversified Financials,7.62,2.11,173.4175,59.09,0.2769028871391076,0.00916236050197577,0.25658951756480963,False,1,0,0.16574400256939528,0,3,Distressed Assets
481,Canadian National Railway,Canada,Transportation,12.44,3.25,39.68,60.91,0.2612540192926045,0.08190524193548387,1.5350302419354838,False,1,0,0.44426975287833215,0,0,Large Cap Stable
482,Bank Central Asia,Indonesia,Banking,7.64,3.5,92.62,62.99,0.3875637098124461,0.037788814510904774,0.6800906931548262,False,1,0,0.30615914836030556,0,3,Distressed Assets
482,Bank Leumi,Israel,Banking,11.39,2.65,173.4175,21.32,0.23266022827041263,0.012291850271348392,0.09889141425854632,False,1,1,0.11775911426841369,0,3,Distressed Assets
484,Henkel,Germany,Household & Personal Products,23.35,2.17,37.59,32.56,0.09293361884368308,0.05772811918063314,0.8661878159084863,False,0,1,0.23350225839142374,1,1,High Growth Targets
485,MercadoLibre,Argentina,Retailing,20.78,1.91,25.2,80.9075,0.09191530317613089,0.07579365079365079,3.2696614925933623,False,0,0,0.7210158801065852,0,0,Large Cap Stable
486,Norfolk Southern,United States,Transportation,12.11,3.32,43.8,50.16,0.2741535920726672,0.07579908675799087,1.1452054794520548,False,1,0,0.36902216742267424,0,0,Large Cap Stable
487,L3Harris Technologies,United States,Aerospace & Defense,21.25,1.6,41.25,40.56,0.07529411764705883,0.03878787878787879,0.9832727272727273,False,0,1,0.24228734402852053,1,1,High Growth Targets
488,Intact Financial,Canada,Insurance,20.9,1.68,41.39,38.2,0.08038277511961722,0.04058951437545301,0.9229282435370864,False,0,1,0.23297456450544538,1,1,High Growth Targets
488,Intel,United States,Semiconductors,53.04,4.715262500000001,173.4175,80.9075,0.18985671191553546,0.05238243861839367,0.4547960882230545,False,1,0,0.18785487785818256,0,2,Value Opportunities
488,Republic Services,United States,Business Services & Supplies,16.18,2.08,33.1,76.11,0.12855377008652658,0.06283987915407854,2.2993957703927492,False,1,0,0.5364366137747919,0,0,Large Cap Stable
491,Shaanxi Coal Industry,China,Materials,24.06,3.12,32.7,26.62,0.12967581047381546,0.09541284403669724,0.8140672782874617,False,1,1,0.25284891746169746,1,1,High Growth Targets
492,ENEOS Holdings,Japan,Oil & Gas Operations,55.043749999999996,1.66,64.01,13.15,0.019025787965616044,0.025933447898765814,0.20543665052335572,False,0,1,0.05907102445042389,0,1,High Growth Targets
493,Williams,United States,Oil & Gas Operations,10.75,2.23,56.58,72.06,0.20744186046511628,0.03941322021915871,1.2735949098621422,False,1,0,0.3534610142461384,0,0,Large Cap Stable
494,Woodside Energy Group,Australia,Oil & Gas Operations,13.98,3.57,61.26,24.24,0.2553648068669528,0.05827619980411362,0.395690499510284,False,1,1,0.20459450257048337,1,3,Distressed Assets
495,Bridgestone,Japan,Consumer Durables,29.24,1.88,36.42,28.12,0.06429548563611491,0.05161998901702361,0.772103239978034,False,0,1,0.20078683785686222,1,1,High Growth Targets
496,Michelin Group,France,Consumer Durables,29.41,2.04,38.68,25.18,0.06936416184971099,0.052740434332988625,0.6509824198552223,False,0,1,0.17903832244412432,1,1,High Growth Targets
497,Daikin Industries,Japan,Capital Goods,31.19,1.67,33.77,32.59,0.05354280218018595,0.0494521764880071,0.9650577435593722,False,0,1,0.2342095401791517,1,1,High Growth Targets
498,Naturgy Energy Group,Spain,Utilities,20.84,2.06,42.29,28.33,0.09884836852207295,0.04871127926223694,0.669898321116103,False,0,1,0.19300352333694457,1,1,High Growth Targets
499,Keurig Dr Pepper,United States,"Food, Drink & Tobacco",15.52,1.5,53.7,46.67,0.09664948453608248,0.027932960893854747,0.8690875232774674,False,0,1,0.2236504828274684,1,1,High Growth Targets
500,Nucor,United States,Materials,30.73,2.02,33.94,26.7,0.06573381060852587,0.05951679434295817,0.7866823806717738,False,0,1,0.20743671811494838,1,1,High Growth Targets
501,NetEase,China,IT Software & Services,14.63,4.13,26.85,67.54,0.2822966507177033,0.15381750465549346,2.515456238361266,False,1,0,0.6775369098215319,0,0,Large Cap Stable
502,Compass Group,United Kingdom,"Hotels, Restaurants & Leisure",42.0,1.41,24.35,55.54,0.03357142857142857,0.057905544147843935,2.2809034907597536,False,0,0,0.49277148723965974,0,1,High Growth Targets
503,Abu Dhabi Commercial Bank,United Arab Emirates,Banking,11.28,2.38,173.4175,22.09,0.21099290780141844,0.01339109885781804,0.12428965284420189,False,1,1,0.11461153323253498,0,3,Distressed Assets
504,Gallagher,United States,Insurance,11.44,1.46,64.25,80.9075,0.12762237762237763,0.022723735408560312,1.2828015564202335,False,1,0,0.3166987564964219,0,1,High Growth Targets
505,Huntington Bank,United States,Banking,11.99,2.05,173.4175,21.04,0.170975813177648,0.009780534351145037,0.10038167938931297,False,1,1,0.09237887488937982,0,3,Distressed Assets
506,Lam Research,United States,Capital Goods,17.14,4.66,19.97,80.9075,0.2718786464410735,0.15907668132259012,3.2696614925933623,False,1,0,0.826314429624138,0,0,Large Cap Stable
507,Quanta Computer,Taiwan,Technology Hardware & Equipment,43.92,1.86,28.44,27.86,0.04234972677595628,0.06540084388185655,0.9796061884669479,False,0,1,0.23902146595651474,1,1,High Growth Targets
508,Kansai Electric Power,Japan,Utilities,27.82,2.99,60.89,13.3,0.1074766355140187,0.04910494334044999,0.2184266710461488,False,1,1,0.10631796575101725,0,1,High Growth Targets
509,DSV,Denmark,Transportation,24.23,1.47,32.85,45.8,0.06066859265373504,0.04474885844748858,1.3942161339421613,False,0,1,0.3210102072289217,1,1,High Growth Targets
510,Standard Bank Group,South Africa,Banking,11.56,2.39,173.26,19.93,0.20674740484429066,0.013794297587440841,0.11502943553041672,False,1,1,0.11122256807877595,0,3,Distressed Assets
510,Thales,France,Aerospace & Defense,22.26,1.12,41.41,54.57,0.050314465408805034,0.027046607099734367,1.3177976334218788,False,0,0,0.29450395568779153,0,1,High Growth Targets
512,Sun Hung Kai Properties,Hong Kong,Construction,11.16,2.23,104.42,27.03,0.19982078853046595,0.02135606205707719,0.2588584562344379,False,1,1,0.14024243148190485,0,3,Distressed Assets
513,Poly Developments & Holdings Group,China,Construction,45.66,0.914,173.4175,14.27,0.020017520805957076,0.004667313486186999,0.07286932543532655,False,0,1,0.024447798803922942,0,1,High Growth Targets
514,Bouygues,France,Construction,55.043749999999996,1.14,65.32,16.16,0.018569799641635444,0.01745254133496632,0.24739742804654014,False,0,1,0.06388842199994874,0,1,High Growth Targets
515,Glencore International,Switzerland,Trading Companies,55.043749999999996,1.64,130.46,42.93,0.007098645197593386,0.012570902958761305,0.32906638049977,False,0,1,0.07368109536249588,0,2,Value Opportunities
516,OTP Bank,Hungary,Banking,11.73,2.93,109.3,19.99,0.24978687127024723,0.026806953339432758,0.1828911253430924,False,1,1,0.14721575491249048,0,3,Distressed Assets
517,General Mills,United States,"Food, Drink & Tobacco",19.64,2.56,32.71,30.74,0.13034623217922606,0.07826352797309691,0.9397737694894527,False,1,1,0.27139865795881973,1,1,High Growth Targets
518,Edison International,United States,Utilities,17.6,1.37,85.58,22.32,0.07784090909090909,0.016008413180649685,0.26080860014021967,False,0,1,0.08970144893666746,0,1,High Growth Targets
519,Wanhua Chemical Group,China,Chemicals,24.64,1.66,43.79,24.16,0.06737012987012987,0.03790819821877141,0.5517241379310345,False,0,1,0.1524561588217674,0,1,High Growth Targets
520,Amphenol,United States,Technology Hardware & Equipment,16.78,2.61,22.9,80.9075,0.15554231227651966,0.11397379912663756,3.2696614925933623,False,1,0,0.7617387430799354,0,0,Large Cap Stable
521,East Japan Railway,Japan,Transportation,18.85,1.5,63.25,24.18,0.07957559681697612,0.023715415019762844,0.3822924901185771,False,0,1,0.11777490275841102,0,1,High Growth Targets
522,Renault,France,Consumer Durables,55.043749999999996,0.8134,133.96,15.42,0.0133716915995397,0.006071961779635712,0.11510898775753955,False,0,1,0.030799258903178077,0,1,High Growth Targets
523,Markel,United States,Insurance,16.62,2.64,47.35,22.92,0.1588447653429603,0.05575501583949314,0.4840549102428722,False,1,1,0.1826508945215558,1,3,Distressed Assets
524,Haleon,United Kingdom,Drugs & Biotechnology,14.35,1.84,42.98,45.32,0.12822299651567945,0.04281060958585389,1.0544439274080968,False,1,1,0.2793022279222327,1,1,High Growth Targets
525,PKO Bank Polski,Poland,Banking,10.22,2.34,127.16,25.34,0.22896281800391385,0.018402013211701793,0.19927650204466815,False,1,1,0.1388012328951799,0,3,Distressed Assets
526,OMV Group,Austria,Oil & Gas Operations,36.76,1.5,52.46,16.88,0.040805223068552776,0.0285932138772398,0.3217689668318719,False,0,1,0.09211316814469142,0,1,High Growth Targets
527,Muyuan Foodstuff,China,"Food, Drink & Tobacco",20.43,3.43,27.33,29.85,0.1678903573176701,0.12550311013538237,1.092206366630077,False,1,1,0.3357986603072364,1,0,Large Cap Stable
528,Geely Automobile Holdings,Hong Kong,Consumer Durables,33.37,2.29,31.43,20.76,0.06862451303566078,0.07286032453070315,0.6605154311167675,False,0,1,0.18869702124989907,1,1,High Growth Targets
529,Coal India,India,Materials,16.77,4.12,29.76,28.32,0.24567680381633872,0.13844086021505375,0.9516129032258064,False,1,1,0.34396964625771825,1,0,Large Cap Stable
530,Punjab National Bank,India,Banking,16.27,2.01,173.4175,13.35,0.12354025814382298,0.009579639691163854,0.06362596511295396,False,1,1,0.06597315215658553,0,3,Distressed Assets
531,Coca-Cola Europacific Partners,United Kingdom,"Food, Drink & Tobacco",22.11,1.53,32.2,40.49,0.06919945725915876,0.047515527950310554,1.2574534161490682,False,0,1,0.29817667731360137,1,1,High Growth Targets
532,S.F. Holding,China,Transportation,39.42,1.41,29.29,29.73,0.03576864535768645,0.04813929668828952,1.0150221918743598,False,0,1,0.23656761519326236,1,1,High Growth Targets
533,Wilmar International,Singapore,"Food, Drink & Tobacco",55.043749999999996,1.17,59.57,14.86,0.01737451737451737,0.01964075877119355,0.24945442336746684,False,0,1,0.06469699513177773,0,1,High Growth Targets
534,Reckitt Benckiser Group,United Kingdom,Household & Personal Products,18.11,1.82,31.68,42.02,0.10049696300386528,0.05744949494949495,1.326388888888889,False,0,1,0.3284563609591219,1,1,High Growth Targets
535,Fortescue Metals Group,Australia,Materials,16.35,3.9,29.22,30.5,0.2385321100917431,0.13347022587268995,1.0438056125941138,False,1,1,0.35756205690459597,1,0,Large Cap Stable
536,Baoshan Iron & Steel,China,Materials,43.35,1.09,50.74,19.57,0.0251441753171857,0.02148206543161214,0.3856917619235317,False,0,1,0.09578884868422548,0,1,High Growth Targets
537,Trane Technologies,Ireland,Capital Goods,19.84,2.57,20.15,78.05,0.12953629032258063,0.12754342431761787,3.2696614925933623,False,1,0,0.7567641843747519,0,0,Large Cap Stable
538,MediaTek,Taiwan,Semiconductors,16.52,3.31,21.29,67.65,0.200363196125908,0.15547205260685767,3.177548144668859,False,1,0,0.7778437284268781,0,0,Large Cap Stable
539,GE HealthCare Technologies,United States,Health Care Equipment & Services,19.67,1.99,33.09,31.33,0.10116929334011183,0.06013901480809912,0.9468117255968569,False,0,1,0.2538856683786558,1,1,High Growth Targets
540,QBE Insurance Group,Australia,Insurance,22.82,1.78,44.73,20.68,0.07800175284837861,0.03979432148446233,0.462329532752068,False,0,1,0.13958433628355,0,1,High Growth Targets
541,Bank Hapoalim,Israel,Banking,10.74,2.06,173.4175,19.68,0.19180633147113593,0.010412454508693894,0.09947432268499798,False,1,1,0.10078237892893153,0,3,Distressed Assets
542,Barrick Gold,Canada,Materials,12.94,2.16,47.63,32.76,0.16692426584234932,0.04534956959899223,0.6878018055847155,False,1,1,0.2224698952934797,1,3,Distressed Assets
543,Lenovo Group,Hong Kong,Technology Hardware & Equipment,55.043749999999996,1.54,44.72,14.14,0.0233651949628281,0.034436493738819324,0.31618962432915926,False,0,1,0.08635860034649082,0,1,High Growth Targets
544,Power Finance,India,Business Services & Supplies,12.18,2.67,131.66,16.01,0.21921182266009853,0.02027950782318092,0.12160109372626464,False,1,1,0.12011675093856472,0,3,Distressed Assets
545,Bajaj Finserv,India,Insurance,15.12,1.02,71.74,38.19,0.06746031746031747,0.014218009478672987,0.5323390019514915,False,0,1,0.1391391311658945,0,1,High Growth Targets
546,Nu Holdings,Cayman Islands,Banking,10.33,1.97,49.93,58.27,0.19070667957405615,0.03945523733226517,1.1670338473863409,False,1,0,0.32547153623979674,0,3,Distressed Assets
546,Recruit Holdings,Japan,IT Software & Services,23.36,2.48,18.51,73.82,0.10616438356164384,0.13398163155051324,3.2696614925933623,False,1,0,0.7499907045635353,0,0,Large Cap Stable
548,Banco de Sabadell,Spain,Banking,12.61,1.87,173.4175,15.8,0.1482950039651071,0.007537283353486498,0.06368399838774688,False,1,1,0.07506971460498682,0,3,Distressed Assets
549,Canon,Japan,Technology Hardware & Equipment,30.04,1.13,39.28,27.81,0.03761651131824234,0.02876782077393075,0.7079938900203665,False,0,1,0.16815251084094254,1,1,High Growth Targets
549,China Coal Energy,China,Materials,26.32,2.52,49.02,13.74,0.09574468085106383,0.051407588739290085,0.2802937576499388,False,0,1,0.11491965936612933,0,1,High Growth Targets
551,Weichai Power,China,Consumer Durables,29.87,1.58,47.11,16.77,0.05289588215600938,0.033538526852048396,0.3559753767777542,False,0,1,0.10576883895877395,0,1,High Growth Targets
552,BT Group,United Kingdom,Telecommunications Services,26.06,0.9709,68.21,21.88,0.037256331542594015,0.01423398328690808,0.32077408004691393,False,0,1,0.08475094194118363,0,1,High Growth Targets
553,Wuliangye Yibin,China,"Food, Drink & Tobacco",10.76,4.53,27.3,68.77,0.3875637098124461,0.15907668132259012,2.519047619047619,False,1,0,0.7224656802635383,0,0,Large Cap Stable
554,Mitsui Fudosan,Japan,Construction,15.59,1.33,62.49,27.19,0.08531109685695959,0.021283405344855177,0.4351096175388062,False,0,1,0.12965972438848716,0,1,High Growth Targets
555,United Rentals,United States,Business Services & Supplies,15.58,2.55,28.05,41.18,0.1636713735558408,0.0909090909090909,1.4680926916221033,False,1,1,0.3954507241103934,1,0,Large Cap Stable
556,Analog Devices,United States,Semiconductors,9.34,1.56,47.97,80.9075,0.1670235546038544,0.032520325203252036,2.011882426516573,False,1,0,0.4821940372261572,0,0,Large Cap Stable
556,Publicis Groupe,France,Media,17.34,1.79,41.27,25.32,0.10322952710495964,0.043372910104191906,0.6135207172280106,False,0,1,0.18134511832926276,1,1,High Growth Targets
558,Banco BPM,Italy,Banking,11.25,2.08,173.4175,16.62,0.1848888888888889,0.010133982947624848,0.08097442143727163,False,1,1,0.09420403302205983,0,3,Distressed Assets
559,Atlas Copco,Sweden,Capital Goods,16.72,2.82,19.45,78.16,0.1686602870813397,0.144987146529563,3.2696614925933623,False,1,0,0.7793912719630336,0,0,Large Cap Stable
559,Loews,United States,Insurance,17.51,1.41,75.89,17.94,0.08052541404911479,0.018579522993806826,0.23639478192120175,False,0,1,0.08692093120140901,0,1,High Growth Targets
561,Central Japan Railway,Japan,Transportation,11.92,2.92,64.32,19.89,0.24496644295302014,0.04539800995024876,0.3092350746268657,False,1,1,0.17799279608668073,1,3,Distressed Assets
562,Infosys,India,IT Software & Services,19.28,3.16,17.42,71.95,0.16390041493775934,0.15907668132259012,3.2696614925933623,False,1,0,0.7831231370228123,0,0,Large Cap Stable
563,Equitable Holdings,United States,Insurance,14.41,1.31,173.4175,15.24,0.09090909090909091,0.004554462330076835,0.05298473733616104,False,0,1,0.04878236876289931,0,3,Distressed Assets
564,Mahindra & Mahindra,India,Consumer Durables,18.14,1.48,30.46,41.66,0.08158765159867695,0.048588312541037425,1.3676953381483912,False,0,1,0.32560945328556395,1,1,High Growth Targets
